"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter"
"478","paxinos",356,"inferior olive, subnucleus B of medial nucleus","IOB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"479","paxinos",358,"inferior olive, subnucleus C of medial nucleus","IOC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"480","paxinos",365,"inferior olive, ventrolateral protrusion","IOVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"481","paxinos",1011,"inferior ophthalmic artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"482","paxinos",381,"inferior salivatory nucleus","IS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"483","paxinos",348,"infralimbic cortex","IL","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"484","paxinos",1010,"infraorbital artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"485","paxinos",1012,"infraorbital artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"486","paxinos",392,"infundibular stem","InfS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"487","paxinos",391,"infundibulum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"488","paxinos",336,"interanterodorsal thalamic nucleus","IAD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"489","paxinos",337,"interanteromedial thalamic nucleus","IAM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"490","paxinos",350,"intercalated amygdaloid nucleus, main part","IM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"491","paxinos",333,"intercalated nuclei of the amygdala","I","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"492","paxinos",383,"intercalated nucleus of the medulla","In","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"493","paxinos",1004,"intercrural fissure","icf","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"494","paxinos",344,"interfascicular nucleus","IF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"495","paxinos",346,"intergeniculate leaf","IGL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"496","paxinos",343,"intermediate endopiriform nucleus","IEn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"497","paxinos",388,"intermediate gray layer of the superior colliculus","InG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"498","paxinos",347,"intermediate interstitial nucleus of the medial longitudinal fasciculus","II","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"499","paxinos",349,"intermediate nucleus of the lateral lemniscus","ILL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"500","paxinos",379,"intermediate reticular nucleus","IRt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"501","paxinos",380,"intermediate reticular nucleus, alpha part","IRtA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"502","paxinos",390,"intermediate white layer of the superior colliculus","InWh","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"503","paxinos",352,"intermediodorsal thalamic nucleus","IMD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"504","paxinos",1009,"intermedioventral thalamic commissure","imvc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"505","paxinos",389,"intermedius nucleus of the medulla","InM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"506","paxinos",1001,"internal arcuate fibers","ia","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"507","paxinos",1003,"internal capsule","ic","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"508","paxinos",1007,"internal carotid artery","ictd","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"509","paxinos",1008,"internal medullary lamina","iml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"510","paxinos",378,"internal plexiform layer of the olfactory bulb","IPl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"511","paxinos",374,"interpeduncular fossa","IPF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"512","paxinos",366,"interpeduncular nucleus","IP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"513","paxinos",367,"interpeduncular nucleus, apical subnucleus","IPA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"514","paxinos",371,"interpeduncular nucleus, caudal subnucleus","IPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"515","paxinos",372,"interpeduncular nucleus, dorsolateral subnucleus","IPDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"516","paxinos",373,"interpeduncular nucleus, dorsomedial subnucleus","IPDM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"517","paxinos",375,"interpeduncular nucleus, intermediate subnucleus","IPI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"518","paxinos",376,"interpeduncular nucleus, lateral subnucleus","IPL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"519","paxinos",377,"interpeduncular nucleus, rostral subnucleus","IPR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"520","paxinos",393,"interposed cerebellar nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"521","paxinos",394,"interposed cerebellar nucleus, anterior part","IntA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"522","paxinos",395,"interposed cerebellar nucleus, dorsolateral hump","IntDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"523","paxinos",396,"interposed cerebellar nucleus, dorsomedial crest","IntDM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"524","paxinos",397,"interposed cerebellar nucleus, posterior part","IntP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"525","paxinos",398,"interposed cerebellar nucleus, posterior parvicellular part","IntPPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"526","paxinos",384,"interstitial nucleus of Cajal","InC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"527","paxinos",386,"interstitial nucleus of Cajal. shell region","InCSh","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"528","paxinos",338,"interstitial nucleus of the medulla","IB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"529","paxinos",368,"interstitial nucleus of the posterior limb of the anterior commissure","IPAC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"530","paxinos",369,"interstitial nucleus of the posterior limb of the anterior commissure, lateral part","IPACL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"531","paxinos",370,"interstitial nucleus of the posterior limb of the anterior commissure, medial part","IPACM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"532","paxinos",335,"interstitial nucleus of the vestibulocochlear nerve","I8","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"533","paxinos",382,"interventricular foramen","IVF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"534","paxinos",342,"intradecussational nucleus of the superior cerebellar peduncle",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"535","paxinos",399,"intralaminar thalamic nuclei",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"536","paxinos",351,"intramedullary thalamic area","IMA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"537","paxinos",340,"islands of Calleja","ICj","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"538","paxinos",341,"islands of Calleja, major island","ICjM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"539","paxinos",400,"isocortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"540","paxinos",402,"juxtaolivary nucleus","JxO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"541","paxinos",401,"juxtaparaventricular part of lateral hypothalamus","JPLH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"542","paxinos",403,"Kolliker-Fuse nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"543","paxinos",415,"lacunosum moleculare layer of the hippocampus","LMol","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"544","paxinos",467,"lambdoid septal zone","Ld","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"545","paxinos",461,"lat amygdaloid nucleus","La","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"546","paxinos",406,"lateral accumbens shell","LAcbSh","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no"
"547","paxinos",462,"lateral amygdaloid nucleus, dorsolateral part","LaDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"548","paxinos",463,"lateral amygdaloid nucleus, ventrolateral part","LaVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"549","paxinos",464,"lateral amygdaloid nucleus, ventromedial part","LaVM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"550","paxinos",466,"lateral cerebellar nucleus, parvicellular part","LatPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"551","paxinos",465,"lateral (dentate) cerebellar nucleus","Lat","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"552","paxinos",413,"lateral hypothalamic area",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"553","paxinos",1016,"lateral lemniscus","ll","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"554","paxinos",414,"lateral mammillary nucleus","LM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"555","paxinos",1017,"lateral olfactory tract","lo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"556","paxinos",416,"lateral orbital cortex","LO","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no"
"557","paxinos",1018,"lateral orbitofrontal artery","lofr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"558","paxinos",424,"lateral parabrachial nucleus","LPB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"559","paxinos",425,"lateral parabrachial nucleus, central part","LPBC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"560","paxinos",426,"lateral parabrachial nucleus, crescent part","LPBCr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"561","paxinos",427,"lateral parabrachial nucleus, dorsal part","LPBD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"562","paxinos",428,"lateral parabrachial nucleus, external part","LPBE","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"563","paxinos",429,"lateral parabrachial nucleus, internal part","LPBI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"564","paxinos",430,"lateral parabrachial nucleus, superior part","LPBS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"565","paxinos",431,"lateral parabrachial nucleus, ventral part","LPBV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"566","paxinos",432,"lateral paragigantocellular nucleus","LPGi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"567","paxinos",433,"lateral paragigantocellular nucleus, alpha part","LPGiA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"568","paxinos",434,"lateral paragigantocellular nucleus, external part","LPGiE","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"569","paxinos",440,"lateral parietal association cortex","LPtA","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no"
"570","paxinos",423,"lateral periaqueductal gray","LPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"571","paxinos",422,"lateral posterior thalamic nucleus","LP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"572","paxinos",435,"lateral posterior thalamic nucleus, laterocaudal part","LPLC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"573","paxinos",436,"lateral posterior thalamic nucleus, laterorostral part","LPLR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"574","paxinos",437,"lateral posterior thalamic nucleus, mediocaudal part","LPMC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"575","paxinos",438,"lateral posterior thalamic nucleus, mediorostral part","LPMR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"576","paxinos",439,"lateral preoptic area","LPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"577","paxinos",441,"lateral recess of the 4th ventricle","LR4V","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"578","paxinos",442,"lateral reticular nucleus","LRt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"579","paxinos",443,"lateral reticular nucleus, parvicellular part","LRtPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"580","paxinos",444,"lateral reticular nucleus, subtrigeminal part","LRtS5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"581","paxinos",445,"lateral septal nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"582","paxinos",446,"lateral septal nucleus, dorsal part","LSD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"583","paxinos",447,"lateral septal nucleus, intermediate part","LSI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"584","paxinos",454,"lateral septal nucleus, ventral part","LSV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"585","paxinos",453,"lateral stripe of the striatum","LSS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"586","paxinos",452,"lateral superior olive","LSO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"587","paxinos",455,"lateral terminal nucleus of the accessory optic tract","LT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"588","paxinos",457,"lateral ventricle","LV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"589","paxinos",459,"lateral vestibular nucleus","LVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"590","paxinos",405,"lateroanterior hypothalamic nucleus","LA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"591","paxinos",410,"laterodorsal tegmental nucleus","LDTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"592","paxinos",411,"laterodorsal tegmental nucleus, ventral part","LDTgV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"593","paxinos",408,"laterodorsal thalamic nucleus","LD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"594","paxinos",409,"laterodorsal thalamic nucleus, dorsomedial part","LDDM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"595","paxinos",412,"laterodorsal thalamic nucleus, ventrolateral part","LDVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"596","paxinos",458,"lateroventral periolivary nucleus","LVPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"597","paxinos",40,"layer 6a of cortex","6a","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"598","paxinos",42,"layer 6b of cortex","6b","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"599","paxinos",468,"linear nucleus of the medulla","Li","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"600","paxinos",1015,"lingual artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"601","paxinos",469,"lithoid nucleus","Lth","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"602","paxinos",407,"locus coeruleus","LC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"603","paxinos",1014,"longitudinal fasciculus of the pons","lfp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"604","paxinos",474,"magnocellular nucleus of the lateral hypothalamus","MCLH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"605","paxinos",475,"magnocellular nucleus of the posterior commissure","MCPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"606","paxinos",476,"magnocellular preoptic nucleus","MCPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"607","paxinos",493,"main olfactory bulb",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"608","paxinos",1034,"mammillary peduncle","mp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"609","paxinos",506,"mammillary recess of the 3rd ventricle","MRe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"610","paxinos",1036,"mammillotegmental tract","mtg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"611","paxinos",1035,"mammillothalamic tract","mt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"612","paxinos",517,"marginal zone of the medial geniculate","MZMG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"613","paxinos",1021,"masseteric artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"614","paxinos",545,"matrix region of the medulla","Mx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"615","paxinos",1037,"maxillary artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"616","paxinos",472,"medial accessory oculomotor nucleus","MA3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"617","paxinos",520,"medial amygdaloid nucleus","Me","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"618","paxinos",523,"medial amygdaloid nucleus, ant dorsal","MeAD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"619","paxinos",522,"medial amygdaloid nucleus, anterior part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"620","paxinos",524,"medial amygdaloid nucleus, anteroventral part","MeAV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"621","paxinos",525,"medial amygdaloid nucleus, posterodorsal part","MePD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"622","paxinos",526,"medial amygdaloid nucleus, posteroventral part","MePV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"623","paxinos",528,"medial cerebellar nucleus, dorsolateral protuberance","MedDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"624","paxinos",529,"medial cerebellar nucleus, lateral part","MedL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"625","paxinos",1023,"medial corticohypothalamic tract","mch","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"626","paxinos",482,"medial eminence, external layer","MEE","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"627","paxinos",483,"medial eminence, internal layer","MEI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"628","paxinos",484,"medial entorhinal cortex","MEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"629","paxinos",527,"medial (fastigial) cerebellar nucleus","Med","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"630","paxinos",1026,"medial forebrain bundle","mfb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"631","paxinos",1027,"medial forebrain bundle, 'a' component",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"632","paxinos",1028,"medial forebrain bundle, 'b' component",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"633","paxinos",486,"medial geniculate nucleus","MG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"634","paxinos",487,"medial geniculate nucleus, dorsal part","MGD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"635","paxinos",488,"medial geniculate nucleus, medial part","MGM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"636","paxinos",489,"medial geniculate nucleus, ventral part","MGV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"637","paxinos",1029,"medial lemniscus","ml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"638","paxinos",1031,"medial lemniscus decussation","mlx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"639","paxinos",1030,"medial longitudinal fasciculus","mlf","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"640","paxinos",490,"medial mammillary nucleus, lateral part","ML","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"641","paxinos",491,"medial mammillary nucleus, medial part","MM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"642","paxinos",536,"medial mammillary nucleus, median part","MnM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"643","paxinos",492,"medial orbital cortex","MO","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no"
"644","paxinos",1033,"medial orbitofrontal artery","mofr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"645","paxinos",495,"medial parabrachial nucleus","MPB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"646","paxinos",496,"medial parabrachial nucleus external part","MPBE","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"647","paxinos",497,"medial paralemniscial nucleus","MPL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"648","paxinos",504,"medial parietal association cortex","MPtA","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no"
"649","paxinos",494,"medial preoptic area","MPA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"650","paxinos",498,"medial preoptic nucleus","MPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"651","paxinos",499,"medial preoptic nucleus, central part","MPOC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
